test_correct,test_loss,train_loss
0.11176073757589386,2.4573136422509205,7.726361284653346
0.17922194738025635,2.4006367694776674,4.6378344024997205
0.2624241061389701,2.2977231237790225,7.684019446372986
0.2469080278839667,2.1451922743299554,8.130320151646933
0.2363391050146166,2.1053489717655514,7.516119986772537
0.21700022487069934,2.5730257439618702,5.479518075784047
0.3082977288059366,2.001457754778063,5.914501001437505
0.3424780751068136,2.221022149324685,5.268840938806534
0.26467281313244884,1.9494180509903094,6.771092017491658
0.40319316393073984,2.004271898211751,5.4841944972674055
0.3944232066561727,1.957294852700908,5.598442276318868
0.18124578367438723,2.485822412976796,7.084888517856598
0.33730604902181244,1.883054149534184,6.791256070137024
0.4346750618394423,1.640646802191523,6.760713597138722
0.42657971666291883,1.6206199211942391,6.117121160030365
0.42343152687204855,1.6299622254557145,6.219070931275685
0.4342253204407466,1.578398134726097,6.631795048713684
0.3195412637733303,1.9645969329964372,6.788825770219167
0.4474926917022712,1.5585605080057483,6.462370415528615
0.47785023611423433,1.5437728576454282,6.761377155780792
0.4295030357544412,1.6460053924498785,6.603993793328603
0.4486170451990106,1.529189305169303,6.281543850898743
0.49359118506858557,1.4292556217125836,6.322350164254506
0.47582639982010344,1.458702668999993,6.786851088205974
0.49853834045423884,1.4288770582586399,6.224498748779297
0.46053519226444795,1.5299639040254491,6.323489328225453
0.49224196087249833,1.405852310733096,5.858642121156056
0.4715538565324938,1.5168864115291911,6.519934991995494
0.4969642455588037,1.4073500602144002,6.592212339242299
0.501686530245109,1.3855348230614564,6.027495980262756
0.5102316168203284,1.3691500472250429,5.962713698546092
0.5257476950753317,1.3468376418727688,6.175486703713735
0.5358668765459861,1.3235907137514582,5.935234983762105
0.4771756240161907,1.4408745565172096,5.987904787063599
0.5115808410164155,1.3660455029922736,5.691077351570129
0.48751967618619296,1.441162006437363,6.02383029460907
0.5291207555655498,1.3314759357607657,5.833833654721578
0.5473352822127276,1.2889547037065017,5.807464043299357
0.4580616145716213,1.5108822650364713,6.200376550356547
0.4929165729705419,1.3725903603047875,5.5173295338948565
